"Product Name","Product ID","Review Text","Review Rating","Review Date","Reviewer Verified","Label"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Fast and easy exchange process by Flipkart.Good cooling.","4.0","9 months ago","Yes","neutral"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","SUPER 10 MINUTES 1.3 TON 3STAR 180.SQRFIT ROOM SUPER COOLING NO NOICE SUPER","5.0","8 months ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Love the product","5.0","9 months ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Too much sound coming from AC. After half an hour of continuous running ac does not make my room cold as per expectation.I am very disappointed with this AC.","1.0","Mar, 2023","Yes","negative"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","DISAPPOINTED.... NO COOLING.....seriously didn't expect this from blue star . I am giving this review after using it for a week, no cooling at all just gives air like normal old cooler fan, ran for more than 2 hours but no Cooling in room. Even in turbo its same no cooling just increased fan speed. Has lot of sound issue. Waste of money.... our 10+ year old LG 1 ton ac gives better cooling than this in 30 mins. Please don't buy this just seeing the 1.2 ton its waste of money better buy 1 ton ...","1.0","Jun, 2022","Yes","negative"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Product is good.Cool nicely 250 sq ft room .But make little bit of noise.","4.0","9 months ago","Yes","neutral"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","It's not connecting to the Phone App","2.0","9 months ago","Yes","negative"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","I was skeptical to go for 0.8 ton for the room size of 100 Sq ft, as no ac mechanic advised to go for it but 1 ton.. yet with lot of reviews and site suggestions I went for 0.8 ton.. I was not wrong. It cools very well.. ac is vey silent as well.. overall a great pick and with good exchange value for my 10 year old AC.. SMALL YET POWERFUL","5.0","9 months ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Cooling is good. Vertical swing is not working.  Not recommend for this product.","3.0","9 months ago","Yes","negative"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","0.8 ton ac for small room. Compact and simple. Sufficient cooling for a small room.","5.0","9 months ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Nice product","5.0","9 months ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Very nice product.","5.0","10 months ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Installation party not come for due date other designed cooling are perfect but stand is not given the packed but all are good","5.0","Jun, 2023","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Very good a.c in this price ..must go for it","5.0","May, 2023","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Not good","3.0","Jun, 2022","Yes","negative"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Ac doesn't cooling","1.0","1 day ago","Yes","negative"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Nice","5.0","6 days ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Very good product","5.0","7 days ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Very good Ac","5.0","11 days ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Very bad","1.0","12 days ago","Yes","negative"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Gas is leaking, no cooling worst blue Star ac, never purchaae","1.0","23 days ago","Yes","negative"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Fast cooling room temparature down in 7 minutes love this product installation is so good and fast installation best service professional Technician they have","5.0","1 month ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Good product, good delivery, good instalation.","5.0","1 month ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Received defective product after 15 day wait","1.0","1 month ago","Yes","negative"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Very good product","4.0","1 month ago","Yes","neutral"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Cooling is not good don't go for i8","1.0","2 months ago","Yes","negative"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Nice and great performance","5.0","2 months ago","Yes","positive"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","Sound in outdoor machine","4.0","2 months ago","Yes","neutral"
"Blue Star 2024 Model 0 8 Ton 3 Split Inverter Ac White","itm0addbca1ef446","This is very good air conditioner for living room and its cooling unit is very comfortable no noise completely smooth operation and faster cooling","5.0","2 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good 👍","4.0","Sep, 2023","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good product","4.0","Nov, 2023","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Average sound quality","3.0","May, 2022","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Ok","4.0","Aug, 2022","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good product","4.0","Oct, 2022","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very good product","5.0","8 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Nice product iam very happy 😊😊","5.0","1 month ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very nice 👌","3.0","Sep, 2023","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very disappointed. Very low quality product.","1.0","Oct, 2021","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good","4.0","Nov, 2023","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad","2.0","30 days ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very nice","5.0","19 days ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Veery good","5.0","Oct, 2023","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Nice","5.0","Oct, 2022","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very nice DJ","5.0","Mar, 2023","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good","5.0","Sep, 2022","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Best","5.0","10 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good","5.0","Jun, 2022","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Design","4.0","19 days ago","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","It is buffer speaker anything volume problem","4.0","11 months ago","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Nice 👍","5.0","10 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very nice good sound","5.0","Apr, 2023","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad product , please not waste your money","1.0","Jun, 2022","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Nice","5.0","Dec, 2022","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","This worst product . It's not value for money . You want to buy this so I recrument that don't buy this product because fit and finish problem this product wire is bad qaulity","1.0","Jan, 2023","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad speaker 🔇 Don't Buy this Speaker 🔊🔇","1.0","8 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Sound is gone 🤬","1.0","Jul, 2023","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Thank you","5.0","15 days ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Nice 👍👍","5.0","1 month ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Super hai super","5.0","2 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","It's a very nice to enjoy and very easy to connect and also many functions to","5.0","4 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very nice","5.0","8 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very nice 👌👌","5.0","8 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very nice","5.0","Jan, 2023","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad. Sound is coming badly and not crisp.","2.0","23 days ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad","1.0","23 days ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","4day  ment problem no music system stop","1.0","24 days ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Its nice product when they replace fault speaker","5.0","28 days ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Nice","4.0","28 days ago","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very good","5.0","1 month ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Product is good","5.0","1 month ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very poor","1.0","1 month ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not buy","2.0","1 month ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Waste of money. Dosent working","1.0","1 month ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Music sound problem","1.0","1 month ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not good","1.0","1 month ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Bad product","2.0","1 month ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Best","4.0","1 month ago","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Bad product.dont purchase.waste money.produt wa.....ste...........","1.0","2 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad pr","1.0","2 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good product","5.0","3 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Best quality and best design","4.0","3 months ago","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","V nice","5.0","3 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","No saund","1.0","3 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Ok","5.0","3 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Blutooth not connected","1.0","3 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bed all quality","1.0","4 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","This product is very bad please exchange this product.. Product is not working","2.0","4 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Bad sound quality","2.0","4 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Sound quality very bad","2.0","4 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Super","5.0","4 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Nice","5.0","4 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","This product was very worst product","1.0","5 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good pro","5.0","5 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good item product","5.0","5 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good very nice","5.0","5 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Really Good Product And Best Price","5.0","6 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","This is prudent super","5.0","6 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","speaker not good","2.0","7 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very low quality products my suggestion is don't buy this product","1.0","7 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad product","1.0","7 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very good","5.0","7 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very good quality.","4.0","8 months ago","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad new musicbad","1.0","8 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","The sound system is not working","1.0","8 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bed quality","1.0","9 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","This product is not good","1.0","9 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","bad","1.0","9 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not a good prodoct","1.0","9 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very good","5.0","9 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Best","5.0","10 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not a good product","3.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Waste of money","1.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very very waste your products","1.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad product","2.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad sound","1.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Worst product don't buy any parson","3.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Oneplus mobile","5.0","11 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not connected in led TV","2.0","11 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very good speaker","5.0","11 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Although the product is good, the rate is too heavy.","5.0","11 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not good product","1.0","Feb, 2024","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very poor quality 😢. according to money price is very high and quality is very poor","1.0","Jan, 2024","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Bad quality  not Recesponcs flipkart  sounds not working","1.0","Jan, 2024","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not supply and remote not working","1.0","Jan, 2024","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good","5.0","Jan, 2024","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good","5.0","Jan, 2024","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Bad product","1.0","Dec, 2023","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Sup","5.0","Dec, 2023","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not warking in thish spikar","1.0","Dec, 2023","Yes","negative"
